Permit,Worktype,IssuedTo,Date,year,Address,Parcel,Units,Legal,Valuation
R21-1284,BldgAlter,ALASKA SOLAR LLC,4/30/21,2021,"2781 SEAFARER, Anchorage, Alaska",1839166000,0,TURNAGAIN VIEW #6 BLK  12 LT   9  G:2934,"14,918.00"
R21-1285,BldgAlter,ALASKA SOLAR LLC,4/30/21,2021,"8651 SWISS PLACE, Anchorage, Alaska",1425203000,0,SWISS AIRE LT  12  G:2334,"21,293.00"
R21-1286,BldgAlter,ALASKA SOLAR LLC,4/30/21,2021,"601 HILAND, Anchorage, Alaska",7827103000,0,HUNDRED HILLS 1ST ADDITION BLK   6 LT   2  G:1161,"27,333.00"
R21-1287,BldgAlter,ALASKA SOLAR LLC,4/30/21,2021,"21812 SHEPPARD, Anchorage, Alaska",5020222000,0,BLUEBERRY HILL BLK   1 LT   4  G:0058,"28,937.00"
R21-1288,BldgAlter,ALASKA SOLAR LLC,4/30/21,2021,"18548 OUTLOOK, Anchorage, Alaska",5031527000,0,ROSEBERRY PARK ESTATES BLK   1 LT   2  G:0154,"35,721.00"
R21-1393,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,4/30/21,2021,"3744 KNIK, Anchorage, Alaska",122545000,0,SIMONSON BLK  16A LT   2  G:1526,"21,000.00"
R21-1397,BldgAlter,ALASKA SOLAR LLC,4/30/21,2021,"247 TANNER CIRCLE, Anchorage, Alaska",7516331000,0,ALPINE VIEW ESTATES PH 2 BLK   1 LT  26  G:4815,"27,650.00"
R21-1398,BldgAlter,ALASKA SOLAR LLC,4/30/21,2021,"159 CERVIN, Anchorage, Alaska",7607215000,0,ALYESKA BASIN #5 BLK  20 LT   5  G:4916,"16,422.00"
R21-1399,BldgAlter,ALASKA SOLAR LLC,4/30/21,2021,"10372 RIDGE PARK, Anchorage, Alaska",1623546000,0,RIDGEMONT BLK   3 LT   9  G:2533,"14,492.00"
R21-1401,BldgAlter,ALASKA SOLAR LLC,4/30/21,2021,"3240 SOUTH, Anchorage, Alaska",1430291000,0,GRAZELDA BLK   2 LT  23  G:2334,"3,500.00"
R21-1446,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,4/30/21,2021,"3310 JERDE, Anchorage, Alaska",702105000,0,JERDE WOOD BLK   1 LT   4  G:1638,"21,000.00"
R21-1448,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,4/30/21,2021,"2500 LORD BARANOF, Anchorage, Alaska",123508000,0,TURNAGAIN HOMES BLK   E LT   7  G:1527,"28,000.00"
R21-1529,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,5/31/21,2021,"3212 TAYSHEE, Anchorage, Alaska",718110000,0,BARANOF WOODS BLK   3 LT  33A  G:1639,"11,500.00"
R21-1629,BldgAlter,ALASKA SOLAR LLC,5/31/21,2021,"2131 LORD BARANOF, Anchorage, Alaska",118328000,0,TURNAGAIN HOMES BLK   D LT  45  G:1527,"16,593.00"
R21-1630,BldgAlter,ALASKA SOLAR LLC,5/31/21,2021,"1500 CACHE DRIVE, Anchorage, Alaska",919256000,0,WICKERSHAM PARK #5 BLK   6 LT   7  G:1833,"15,802.00"
R21-1631,BldgAlter,ALASKA SOLAR LLC,5/31/21,2021,"7284 TYRE, Anchorage, Alaska",1142266000,0,MUIRWOOD PARK BLK   3 LT  17  G:2123,"21,090.00"
R21-1632,BldgAlter,ALASKA SOLAR LLC,5/31/21,2021,"E 8100 11TH, Anchorage, Alaska",612237000,0,MULDOON HEIGHTS BLK   2 LT  12  G:1341,"22,466.00"
R21-1633,BldgAlter,ALASKA SOLAR LLC,5/31/21,2021,"10840 VOSIKOF, Anchorage, Alaska",1516419000,0,TIMBERLINE LT   9  G:2641,"28,781.00"
R21-1634,BldgAlter,ALASKA SOLAR LLC,5/31/21,2021,"4019 KOGRU, Anchorage, Alaska",5058120000,0,NORTH SLOPE #2 BLK   5 LT  16  G:0703,"15,268.00"
R21-1742,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,5/31/21,2021,"7831 CASEY CIRCLE, Anchorage, Alaska",1416155000,0,BIG FOOT LT   9  G:2235,"11,000.00"
R21-1743,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,5/31/21,2021,"12421 HACE, Anchorage, Alaska",1802139000,0,BEACON PARK BLK   2 LT   3  G:2832,"21,000.00"
R21-1919,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,6/30/21,2021,"611 LORI, Anchorage, Alaska",611508000,0,KLUANE TERRACE TRAILER EST #4 BLK   3 LT   4  G:1341,"34,000.00"
R21-1931,BldgAlter,ALASKA SOLAR LLC,6/30/21,2021,"16906 OLD GLENN, Anchorage, Alaska",5126203000,0,T15N R1W SEC 20 LT  28  G:0856,"41,744.00"
R21-1933,BldgAlter,ALASKA SOLAR LLC,6/30/21,2021,"7704 CHAIMI, Anchorage, Alaska",712735000,0,CHUGACH MOUNTAIN ESTATES BLK 9LT 9  G:1740,"21,414.00"
R21-2002,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,6/30/21,2021,"6061 BRISTOL, Anchorage, Alaska",1739145000,0,MOUNTAIN PARK ESTATES BLK   9 LT  11  G:2838,"23,958.00"
R21-2059,BldgAlter,RENEWABLE ENERGY SYSTEMS,6/30/21,2021,"W 2710 34TH, Anchorage, Alaska",1008212000,NA,0   NEW MCRAE BLK   1 LT   5  G:1627,"50,572.00"
R21-2073,BldgAlter,RENEWABLE ENERGY SYSTEMS,6/30/21,2021,"3860 REFLECTION DRIVE, Anchorage, Alaska",709166000,NA,0   REFLECTION LAKE BLK   1 LT  20A  G:1738,"20,380.00"
R21-2098,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,6/30/21,2021,"1413 ATKINSON, Anchorage, Alaska",616741000,0,NUNAKA VALLEY BLK   C LT  14  G:1438,"17,125.90"
R21-2110,BldgAlter,ALASKA SOLAR LLC,6/30/21,2021,"8677 ESTATES CIRCLE, Anchorage, Alaska",1424448000,0,SPRUCE RIDGE ESTATES LT   3  G:2335,"24,533.00"
R21-2111,BldgAlter,ALASKA SOLAR LLC,6/30/21,2021,"1070 NORTHPOINTE BLUFF, Anchorage, Alaska",302123000,0,NORTHPOINTE BLUFF BLK   1 LT   9 NORTHPOINTE BLUFF PLANNED COMM G:1132,"29,754.00"
R21-2112,BldgAlter,ALASKA SOLAR LLC,6/30/21,2021,"2010 BELMONT, Anchorage, Alaska",117347000,0,HUNTINGTON PARK #5A BLK   8 LT  34  G:1528,"17,872.00"
R21-2163,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,7/31/21,2021,"4902 DE ARMOUN, Anchorage, Alaska",1809250000,0,W-A LT   2  G:2936,"19,600.00"
R21-2187,BldgAlter,RENEWABLE ENERGY SYSTEMS,7/31/21,2021,"10650 LONE TREE, Anchorage, Alaska",1532255000,0,VALLI VUE ESTATES #2 BLK   2 LT   3  G:2538,"6,414.00"
R21-2240,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,7/31/21,2021,"2850 PELICAN DRIVE, Anchorage, Alaska",1238337000,0,CAMPBELL LAKE HEIGHTS #10 BLK   2 LT  21  G:2427,"20,137.00"
R21-2241,BldgAlter,ALASKA SOLAR LLC,7/31/21,2021,"5612 HERITAGE HEIGHTS, Anchorage, Alaska",1522176000,0,CROSS VIEW ESTATES BLK   2 LT  14  G:2737,"25,404.00"
C21-1815,BldgAlter,ALASKA SOLAR LLC,8/30/21,2021,"1361 HUFFMAN PARK, Anchorage, Alaska",1619193024,0,LUCKY HUFFMAN BLK 1 LT 3 THE GARAGE AT HUFFMAN G:2732,"17,136.00"
R21-2439,BldgAlter,MIDNIGHT SUN SOLAR LLC,8/30/21,2021,"6101 GROSS DRIVE, Anchorage, Alaska",1492232000,0,CHUGACH ESTATES BLK 2 LT 16B G:2034,"24,527.00"
R21-2492,BldgAlter,ALASKA SOLAR LLC,8/30/21,2021,"4700 VIRGO, Anchorage, Alaska",2009170000,0,MINDYER MANORS BLK 2 LT 3 G:3336,"12,452.00"
R21-2500,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,8/30/21,2021,"6700 MULBERRY DRIVE, Anchorage, Alaska",1206214000,0,WOODLAND LAKES DEV UNIT #1 BLK 3 LT 37 G:2026,"22,000.00"
R21-2532,BldgAlter,ALASKA SOLAR LLC,8/30/21,2021,"915 CLAY COURT, Anchorage, Alaska",116331000,0,KAPINGEN LT 18A G:1529,"19,386.00"
R21-2538,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,8/30/21,2021,"E 728 75TH, Anchorage, Alaska",1304119000,0,HOLLOWBROOK BLK 1 LT 3 G:2131,"38,000.00"
R21-2768,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,9/30/21,2021,"10487 ELMORE, Anchorage, Alaska",1511255000,0,MILLPLACE ESTATES LT   2  G:2536,"32,000.00"
R21-2777,BldgAlter,ALASKA SOLAR LLC,9/30/21,2021,"4800 SNOW CIRCLE, Anchorage, Alaska",631118000,0,PINE VALLEY ESTATES BLK   1 LT   8  G:1537,"19,192.00"
R21-2778,BldgAlter,ALASKA SOLAR LLC,9/30/21,2021,"6060 BRISTOL, Anchorage, Alaska",1739133000,0,MOUNTAIN PARK ESTATES BLK   8 LT   9  G:2838,"18,159.00"
R21-2779,BldgAlter,ALASKA SOLAR LLC,9/30/21,2021,"W 3301 70TH, Anchorage, Alaska",1214539000,0,WINDSOR VILLAGE #1 BLK   4 LT  12  G:2126,"11,500.00"
R21-2781,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,9/30/21,2021,"E 1819 24TH, Anchorage, Alaska",317214000,0,ROGERS PARK TERRACE BLK   2 LT   5  G:1533,"29,000.00"
R21-2842,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,9/30/21,2021,"3202 SEAPORT, Anchorage, Alaska",1917152000,0,DISCOVERY HEIGHTS PHASE 3 BLK   4 LT  17  G:2626,"21,000.00"
R21-2858,BldgAlter,ALASKA SOLAR LLC,9/30/21,2021,"219 BUNN, Anchorage, Alaska",503145000,0,FAIRVIEW EXTENSION BLK  31 LT   3A  G:1236,"14,512.00"
R21-2859,BldgAlter,ALASKA SOLAR LLC,9/30/21,2021,"1816 WESTVIEW, Anchorage, Alaska",620262000,0,THE FOOTHILLS BLK   7 LT  33  G:1441,"29,000.00"
R21-2863,BldgAlter,ALASKA SOLAR LLC,9/30/21,2021,"2060 SARATOGA, Anchorage, Alaska",124320000,0,HUNTINGTON PARK #1 BLK   2 LT  17  G:1528,"21,242.00"
R21-2936,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,10/31/21,2021,"3355 DICKSON, Anchorage, Alaska",705527000,0,CLYDE M DICKSON BLK   1 LT  12  G:1640,"32,000.00"
R21-3025,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,10/31/21,2021,"E 3613 17TH, Anchorage, Alaska",413506000,0,THUNDERBIRD TERRACE BLK  11 LT  15  G:1435,"15,200.00"
R21-3092,BldgAlter,ALASKA SOLAR LLC,11/30/21,2021,"1119 G, Anchorage, Alaska",214448000,0,SOUTH ADDITION BLK  22A LT  10  G:1330,"14,928.00"
R21-3136,BldgAlter,RENEWABLE ENERGY SYSTEMS,12/31/21,2021,"W 3231 80TH, Anchorage, Alaska",1224141000,0,SHADY BIRCH #1 LT  11  G:2226,"12,177.00"
R21-3137,BldgAlter,RENEWABLE ENERGY SYSTEMS,12/31/21,2021,"9010 SAHALEE, Anchorage, Alaska",1504411000,0,SAHALEE BLK   1 LT  22  G:2336,"21,193.00"
R22-1017,BldgAlter,MIDNIGHT SUN SOLAR LLC,1/31/22,2022,"1621 WICKERSHAM, Anchorage, Alaska",919239000,0,WICKERSHAM PARK #1 BLK   8 LT  26  G:1833,"18,972.00"
C22-1273,BldgAlter,ALASKA SOLAR LLC,3/31/22,2022,"W 1049 NORTHERN LIGHTS, Anchorage, Alaska",125179000,0,SUNBEAM BLK   3 LT  12  G:1529,"48,245.00"
R22-1188,BldgAlter,ALASKA SOLAR LLC,3/31/22,2022,"10475 BLACKWOLF, Anchorage, Alaska",4103330000,0,END OF THE ROAD LT  2A  G:2143,"29,712.00"
R22-1193,BldgAlter,ALASKA SOLAR LLC,3/31/22,2022,"6816 DOUBLE TREE, Anchorage, Alaska",1531118000,0,VALLI VUE ESTATES #1 BLK   1 LT  17  G:2539,"9,393.00"
R22-1194,BldgAlter,ALASKA SOLAR LLC,3/31/22,2022,"1207 G, Anchorage, Alaska",214453000,0,12TH AVENUE LT   1  G:1330,"12,338.00"
R22-1196,BldgAlter,ALASKA SOLAR LLC,3/31/22,2022,"2822 ALDER, Anchorage, Alaska",415422000,0,ANCHOR PARK BLK   7 LT  47  G:1534,"10,000.00"
R22-1197,BldgAlter,ALASKA SOLAR LLC,3/31/22,2022,"1601 BETULA, Anchorage, Alaska",1628638000,0,CEDAR HOLLOW BLK   2 LT  34  G:2532,"18,495.00"
R22-1198,BldgAlter,ALASKA SOLAR LLC,3/31/22,2022,"1820 WESTVIEW, Anchorage, Alaska",620263000,0,THE FOOTHILLS BLK   7 LT  34  G:1441,"9,608.00"
R22-1200,BldgAlter,ALASKA SOLAR LLC,3/31/22,2022,"10960 VOSIKOF, Anchorage, Alaska",1516412000,0,TIMBERLINE LT  11  G:2641,"31,857.00"
R22-1201,BldgAlter,ALASKA SOLAR LLC,3/31/22,2022,"11302 TOTEM, Anchorage, Alaska",1514308000,0,DAVID RING LT   2A  G:2637,"7,983.00"
R22-1202,BldgAlter,ALASKA SOLAR LLC,3/31/22,2022,"8150 GRAYHAWK, Anchorage, Alaska",1423538000,0,GRAY HAWK LT  16  G:2235,"10,445.00"
R22-1203,BldgAlter,ALASKA SOLAR LLC,3/31/22,2022,"8291 OPAL, Anchorage, Alaska",1226434000,0,DIMOND BIRCH #2 BLK   2 LT   3  G:2227,"16,870.00"
R22-1204,BldgAlter,ALASKA SOLAR LLC,3/31/22,2022,"1552 PRIMROSE STREET, Anchorage, Alaska",412150000,0,GRANDVIEW GARDENS BLK  14 LT  15  G:1435,"10,030.00"
R22-1205,BldgAlter,ALASKA SOLAR LLC,3/31/22,2022,"1541 I STREET, Anchorage, Alaska",109154000,0,WELCH'S BLK 42A LT  8A  G:1429,"24,173.00"
R22-1313,BldgAlter,ALASKA SOLAR LLC,4/30/22,2022,"5063 HERITAGE HEIGHTS, Anchorage, Alaska",1522146000,0,CROSS VIEW ESTATES BLK   1 LT   3  G:2737,"46,938.00"
R22-1404,BldgAlter,ALASKA SOLAR LLC,4/30/22,2022,"3540 WINGATE, Anchorage, Alaska",323166000,0,COLLEGE VILLAGE #13 BLK  31 LT  11  G:1632,"16,448.00"
R22-1405,BldgAlter,ALASKA SOLAR LLC,4/30/22,2022,"5100 REBANO, Anchorage, Alaska",1738128000,0,CONTOUR ACRES #4 TR   A-1  G:2837,"76,628.00"
R22-1406,BldgAlter,ALASKA SOLAR LLC,4/30/22,2022,"3657 EASTWIND, Anchorage, Alaska",1841158000,0,TURNAGAIN VIEW ESTATES PH 4 BLK   6 LT  14  G:2935,"18,868.00"
R22-1408,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,4/30/22,2022,"13115 GULF CIRCLE, Anchorage, Alaska",1806131000,0,OCEANVIEW #1 BLK   8 LT  18  G:2831,"28,000.00"
R22-1434,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,4/30/22,2022,"W 5031 80TH, Anchorage, Alaska",1111130000,0,SAND LAKE #1 LT   2A  G:2224,"2,400.00"
R22-1544,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,5/31/22,2022,"3967 EASTER ISLAND, Anchorage, Alaska",1141281000,0,RESOLUTION POINTE PH 3 BLK  1A LT  13  G:2525,"26,000.00"
R22-1548,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,5/31/22,2022,"E 1726 58TH, Anchorage, Alaska",927504000,0,IGLOO ESTATES BLK   3 LT  13  G:1933,"26,000.00"
R22-1549,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,5/31/22,2022,"12914 ALGARIN CIRCLE, Anchorage, Alaska",1702388000,0,GREENBROOK BLK   2 LT  21C  G:2839,"16,000.00"
R22-1573,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,5/31/22,2022,"5270 HERITAGE HEIGHTS, Anchorage, Alaska",1530168000,0,CROSS VIEW ESTATES BLK   2 LT  22  G:2737,"32,000.00"
R22-1574,BldgAlter,ALASKA SOLAR LLC,5/31/22,2022,"2164 ALDER, Anchorage, Alaska",415413000,0,ANCHOR PARK BLK   7 LT  38 P-254 G:1534,"13,520.00"
R22-1575,BldgAlter,ALASKA SOLAR LLC,5/31/22,2022,"12550 TANADA, Anchorage, Alaska",1802532000,0,TANAGA TERRACE BLK   2 LT   4  G:2832,"21,460.00"
R22-1576,BldgAlter,ALASKA SOLAR LLC,5/31/22,2022,"5800 BULGARIA, Anchorage, Alaska",2041428000,0,PARADISE VALLEY BLK  10 LT   1  G:3538,"15,520.00"
R22-1577,BldgAlter,ALASKA SOLAR LLC,5/31/22,2022,"8739 EMERALD STREET, Anchorage, Alaska",1115224000,0,JEWEL LAKE HEIGHTS #1 LT  36B  G:2325,"34,082.00"
R22-1578,BldgAlter,ALASKA SOLAR LLC,5/31/22,2022,"6951 VIBURNUM DRIVE, Anchorage, Alaska",1411426000,0,JOHNSON-YOUNG #1 BLK   2 LT  16  G:2132,"13,720.00"
R22-1579,BldgAlter,ALASKA SOLAR LLC,5/31/22,2022,"8230 STRATTON, Anchorage, Alaska",1422342000,0,SIDE BY SIDE LT   9A  G:2234,"22,466.00"
R22-1580,BldgAlter,ALASKA SOLAR LLC,5/31/22,2022,"4040 JUSTIN, Anchorage, Alaska",1431193000,0,JENNIFER PARK LT   5  G:2335,"10,940.00"
R22-1581,BldgAlter,ALASKA SOLAR LLC,5/31/22,2022,"8820 SPENDLOVE, Anchorage, Alaska",1740153000,0,SPENDLOVE VIEW HEIGHTS #3 BLK   5 LT   2  G:2841,"19,555.00"
R22-1617,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,5/31/22,2022,"9620 ARLENE, Anchorage, Alaska",1241232000,0,CAMPBELL LAKE HEIGHTS #10 BLK   2 LT  11  G:2427,"25,000.00"
R22-1618,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,5/31/22,2022,"3208 WOODLAND PARK, Anchorage, Alaska",1009105000,0,WOODLAND PARK LT   5G  G:1628,"22,000.00"
R22-1709,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,5/31/22,2022,"5807 PERRY DRIVE, Anchorage, Alaska",616335000,0,NUNAKA VALLEY BLK   Q LT  16  G:1438,"13,000.00"
R22-1711,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,5/31/22,2022,"3259 AQUARIUS CIRCLE, Anchorage, Alaska",1007114000,0,COLUMBIA PARK #5 BLK   2 LT  13  G:1626,"12,000.00"
R22-1712,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,5/31/22,2022,"8901 TRAIL STREET, Anchorage, Alaska",1519226000,0,TRAILS END BLK   5 LT   5  G:2641,"32,000.00"
R22-1719,BldgAlter,ALASKA SOLAR LLC,5/31/22,2022,"4030 COSMOS, Anchorage, Alaska",1006315000,0,SATELLITE PARK #1 BLK   1 LT   8A  G:1625,"19,564.00"
R22-1721,BldgAlter,ALASKA SOLAR LLC,5/31/22,2022,"3230 ROSELLA, Anchorage, Alaska",718227000,0,BAXTER HEIGHTS BLK   4 LT   7  G:1639,"19,186.00"
R22-1722,BldgAlter,ALASKA SOLAR LLC,5/31/22,2022,"4801 SNOW CIRCLE, Anchorage, Alaska",631117000,0,PINE VALLEY ESTATES BLK   1 LT   7  G:1537,"19,682.00"
R22-1723,BldgAlter,ALASKA SOLAR LLC,5/31/22,2022,"2524 BROOK HILL, Anchorage, Alaska",1617336000,0,BROOKWOOD HILLS NORTH LT  36  G:2733,"15,007.00"
R22-1724,BldgAlter,ALASKA SOLAR LLC,5/31/22,2022,"3021 BRANDYWINE, Anchorage, Alaska",1216222000,0,VILLAGE GREEN #3 BLK   3 LT   3  G:2127,"20,460.00"
R22-1727,BldgAlter,ALASKA SOLAR LLC,5/31/22,2022,"2072 STANFORD, Anchorage, Alaska",321634000,0,COLLEGE VILLAGE # 2 BLK  13 LT  11  G:1633,"25,708.00"
R22-1728,BldgAlter,ALASKA SOLAR LLC,5/31/22,2022,"8101 WHITE DRIVE, Anchorage, Alaska",1509342000,0,CONIFER HEIGHTS BLK   1 LT   6  G:2440,"37,395.00"
R22-1787,BldgAlter,RENEWABLE ENERGY SYSTEMS,5/31/22,2022,"W 1331 80TH, Anchorage, Alaska",1220447000,0,SHERWOOD ACRES #1 BLK   2 LT  24  G:2229,"12,800.00"
R22-1837,BldgAlter,RENEWABLE ENERGY SYSTEMS,6/30/22,2022,"1761 WESTVIEW, Anchorage, Alaska",620265000,0,THE FOOTHILLS BLK   7 LT 36  G:1441,"26,159.00"
R22-1838,BldgAlter,RENEWABLE ENERGY SYSTEMS,6/30/22,2022,"W 3420 30TH, Anchorage, Alaska",1004306000,0,TURNAGAIN SOUTH BLK   6 LT  6  G:1626,"16,176.00"
R22-1839,BldgAlter,RENEWABLE ENERGY SYSTEMS,6/30/22,2022,"3406 GREENLAND, Anchorage, Alaska",1009744000,0,WOODLAND PARK #2 BLK   7 LT  9  G:1628,"23,366.00"
R22-1859,BldgAlter,ALASKA SOLAR LLC,6/30/22,2022,"10720 SCHUSS, Anchorage, Alaska",1513483000,0,PROSPECT HEIGHTS #2 BLK   7 LT  5  G:2540,"30,962.00"
R22-1860,BldgAlter,ALASKA SOLAR LLC,6/30/22,2022,"811 HOWARD, Anchorage, Alaska",609732000,0,HUNTWOOD PARK #2 BLK   2 LT 32  G:1339,"18,656.00"
R22-1861,BldgAlter,ALASKA SOLAR LLC,6/30/22,2022,"10440 PRINCE WILLIAM CIRCLE, Anchorage, Alaska",1140286000,0,RESOLUTIONPOINTE PH 1 BLK  3A LT 22  G:2525,"19,048.00"
R22-1862,BldgAlter,ALASKA SOLAR LLC,6/30/22,2022,"2530 BANBURY, Anchorage, Alaska",638333000,0,FOXHALL #4 BLK   4 LT 34  G:1539,"15,112.00"
R22-1863,BldgAlter,ALASKA SOLAR LLC,6/30/22,2022,"6730 REEDYKE, Anchorage, Alaska",1406313000,0,O'BRIEN ACRES LT  13  G:2034,"7,562.00"
R22-1864,BldgAlter,ALASKA SOLAR LLC,6/30/22,2022,"911 R STREET, Anchorage, Alaska",107219000,0,L STREET SLIDE REPLAT PHASE 2 BLK  13A LT2A  G:1328,"14,757.00"
R22-1865,BldgAlter,ALASKA SOLAR LLC,6/30/22,2022,"2020 SHORE DRIVE, Anchorage, Alaska",1910159000,0,SHORE CREST BLK   3 LT  7  G:2728,"16,856.00"
R22-1867,BldgAlter,ALASKA SOLAR LLC,6/30/22,2022,"W 517 15TH, Anchorage, Alaska",215511000,0,SOUTH ADDITION BLK  38C LT  10  G:1430,"12,648.00"
R22-1868,BldgAlter,ALASKA SOLAR LLC,6/30/22,2022,"7705 PORT ORFORD, Anchorage, Alaska",1509353000,0,CONIFER HEIGHTS BLK   1 LT 23  G:2440,"20,713.00"
R22-1869,BldgAlter,ALASKA SOLAR LLC,6/30/22,2022,"8540 CORMORANT COVE, Anchorage, Alaska",1501618000,0,SAHALEE PHASE 3 BLK   2 LT 50  G:2336,"13,656.00"
R22-1870,BldgAlter,ALASKA SOLAR LLC,6/30/22,2022,"9650 BRIEN STREET, Anchorage, Alaska",1506118000,0,CRESTWOOD LT  16  G:2438,"21,830.00"
R22-1871,BldgAlter,ALASKA SOLAR LLC,6/30/22,2022,"11139 BULWARK, Anchorage, Alaska",1916315000,0,LOOKOUT LANDING PHASE 3 BLK   2 LT 31  G:2627,"15,832.00"
R22-1969,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,6/30/22,2022,"7310 SETTER DRIVE, Anchorage, Alaska",1107369000,0,SPORTSMENSPOINT #3 BLK   4 LT 24A  G:2124,"23,000.00"
R22-1970,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,6/30/22,2022,"10613 BRIGANTINE CIRCLE, Anchorage, Alaska",1254366000,0,MARINER POINT AT SOUTHPORT PH3 BLK   1 LT 13  G:2527,"23,000.00"
R22-1971,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,6/30/22,2022,"3640 DORA, Anchorage, Alaska",1833208000,0,T12N R3W SEC 33 LT 226  G:3135,"26,000.00"
R22-2009,BldgAlter,RENEWABLE ENERGY SYSTEMS,6/30/22,2022,"4808 BUCKINGHAM, Anchorage, Alaska",1033434000,0,WINDEMERE BLK   4 LT  3  G:1829,"17,000.00"
R22-2010,BldgAlter,RENEWABLE ENERGY SYSTEMS,6/30/22,2022,"14495 OLD SEWARD, Anchorage, Alaska",1824127000,0,TURNAGAIN PARK #2 BLK   2 LT  2  G:3033,"45,869.00"
R22-2025,BldgAlter,ALASKA SOLAR LLC,6/30/22,2022,"1801 SUNRISE, Anchorage, Alaska",414110000,0,SAXTON BLK   8 LT 12  G:1434,"11,470.00"
C22-1762,BldgAlter,ALASKA SOLAR LLC,7/31/22,2022,"6407 ARCTIC SPUR, Anchorage, Alaska",1202140000,0,ARCTIC INDUSTRIAL #2 BLK   1 LTS  3 & 4  G:2029,"18,200.00"
R22-2057,BldgAlter,RENEWABLE ENERGY SYSTEMS,7/31/22,2022,"6672 O'BRIEN, Anchorage, Alaska",1405413000,0,GALATEA ESTATES BLK   8 LT 10  G:2033,"12,325.00"
R22-2058,BldgAlter,RENEWABLE ENERGY SYSTEMS,7/31/22,2022,"6670 O'BRIEN, Anchorage, Alaska",1405413000,0,GALATEA ESTATES BLK   8 LT 10  G:2033,"12,325.00"
R22-2059,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,7/31/22,2022,"3148 DISCOVERY BAY, Anchorage, Alaska",1917114000,0,DISCOVERY HEIGHTS PHASE 2 BLK   3 LT  2  G:2626,"32,168.00"
R22-2081,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,7/31/22,2022,"2555 MARITIME LOOP, Anchorage, Alaska",1253330000,0,HIDDEN COVE PH 3 LT  30  G:2527,"19,425.00"
R22-2120,BldgAlter,ALASKA SOLAR LLC,7/31/22,2022,"9110 TERI CIRCLE, Anchorage, Alaska",4103154000,0,KNOLL ON THE WOLD BLK   1 LT  3  G:2142,"13,905.00"
R22-2121,BldgAlter,ALASKA SOLAR LLC,7/31/22,2022,"11361 MAEL STREET, Anchorage, Alaska",1549104000,0,T12N R3W SEC 23 S2NE4SE4NW4 PARCEL 25A G:2638,"20,713.00"
R22-2122,BldgAlter,ALASKA SOLAR LLC,7/31/22,2022,"9571 MIDDEN, Anchorage, Alaska",4103112000,0,TAIGA LT   3  G:2143,"17,428.00"
R22-2123,BldgAlter,ALASKA SOLAR LLC,7/31/22,2022,"3431 COTTONWOOD, Anchorage, Alaska",323160000,0,COLLEGE VILLAGE #13 BLK  31 LT 17  G:1632,"15,336.00"
R22-2124,BldgAlter,ALASKA SOLAR LLC,7/31/22,2022,"9300 NORDIC, Anchorage, Alaska",1509340000,0,CONIFER HEIGHTS BLK   1 LT  2  G:2440,"27,204.00"
R22-2125,BldgAlter,ALASKA SOLAR LLC,7/31/22,2022,"W 1641 14TH, Anchorage, Alaska",110227000,0,SOUTH ADDITION BLK  33A LT7C  G:1428,"24,509.00"
R22-2126,BldgAlter,ALASKA SOLAR LLC,7/31/22,2022,"11840 WOODBOURNE, Anchorage, Alaska",1535114000,0,WOODBOURNE BLK   1 LT  8  G:2741,"23,392.00"
